Sample in Buffer,Sample in Window,TRIGGER,axis_rx_tdata_1[511:0],axis_rx_tvalid_1,axis_rx_tuser_1,axis_rx_tkeep_1[63:0],axis_rx_tlast_1,axis_tx_tdata_1[511:0],axis_tx_tvalid_1,axis_tx_tkeep_1[63:0],axis_tx_tlast_1,axis_tx_tready_1,lbus_reset,lbus1_tx_ovfout,lbus1_tx_unfout,RefClkLocked,Reset,qsfp1_intl_ls_IBUF
92,28,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000,0,1,0,0,0,1,0,0
93,29,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000,0,1,0,0,0,1,0,0
94,30,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000690aa8c0c6de9c9a0dec0a0aa8c0924102350a0002000406000801000608924102350a00c6de9c9a0dec,1,0fffffffffffffff,1,1,0,0,0,1,0,0
95,31,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000,0,1,0,0,0,1,0,0
96,32,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000,0,1,0,0,0,1,0,0
97,33,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000690aa8c0c6de9c9a0dec0a0aa8c0924102350a0002000406000801000608924102350a00c6de9c9a0dec,1,0fffffffffffffff,1,1,0,0,0,1,0,0
98,34,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000,0,1,0,0,0,1,0,0
99,35,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000,0,1,0,0,0,1,0,0
100,36,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000690aa8c0c6de9c9a0dec0a0aa8c0924102350a0002000406000801000608924102350a00c6de9c9a0dec,1,0fffffffffffffff,1,1,0,0,0,1,0,0
101,37,0,0000000000000000000000000000000000000000000000006e180ba50000000000000000000000000000000000000a0aa8c0000000000000690aa8c0c6de9c9a,0,0,0000000000000000,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000,0,1,0,0,0,1,0,0
